,model1_upper,model1_lower,model2_upper,model2_lower,mean_lower,mean_upper,team_stay_label
0,38.28076474456486,-47.257419316631626,37.74038578274053,-48.20324310031344,-47.730331208472535,38.0105752636527,"7,2,3,1,5,11"
