,lgbm_P05_loss,lgbm_P95_loss,lgbm_P05_scale,lgbm_P95_scale,lgbm_mae,xgb_mae,lgbm_scale,xgb_scale
0,3.800236157502666,3.998523888735671,5,5,17.638462266691704,24.510321807861327,2.5,2.5
